"name","alt_name","ra","dec","vmag","multiple","class","bv_color","parallax","spect_code","spect_type","parsec","amag","temp","L","R"
"HR 2612","","06 57 17.59","-35 30 27.0",6.23,"W","STAR F8IV",0.46,0.069,"","F8IV-V",14.4927536231884,5.42424545368628,6576.05027253688,0.578497942310053,0.59166604603686
"HR 6426","","17 18 57.19","-34 59 22.9",5.91,"W","STAR K3V",1.04,0.141,"","K3V+K5V",7.09219858156028,6.6560955632769,4648.70706545726,0.186020914330399,0.671386360023561
"HR 8767","Pi PsA","23 03 29.81","-34 44 57.8",5.11,"","STAR F0V",0.29,0.052,"","F0V+F3V",19.2307692307692,3.690016718174,7526.0143827317,2.85754654251369,1.00397420711987
"HR 3079","","07 52 15.70","-34 42 19.1",5.01,"W","STAR F5V",0.44,0.074,"","F5V",13.5135135135135,4.35615859865488,6674.16152396619,1.54716474459568,0.939357357761566
"HR 772","Lam2For","02 36 58.61","-34 34 41.9",5.79,"","STAR G5IV",0.66,0.056,"","G5IV",17.8571428571429,4.530940135031,5742.12894230995,1.3171157588972,1.17090612821562
"HR 3018","","07 45 34.99","-34 10 23.2",5.37,"","STAR G0V",0.6,0.064,"","G0V",15.625,4.40089986991944,5967.54345019065,1.48470459296562,1.15102520402854
"HR 7631","","20 00 20.30","-33 42 14.0",5.66,"","STAR F7V",0.49,0.049,"","F7V",20.4081632653061,4.11098040014257,6434.59264125922,1.93913408381074,1.13140421193043
"HR 5168","1 Cen","13 45 41.21","-33 02 38.0",4.23,"","STAR F3IV",0.38,0.051,"","F3IV",19.6078431372549,2.76785088048968,6988.5647815367,6.68127961841359,1.78036816691122
"HR 4013","","10 13 24.79","-33 01 54.8",6.38,"","STAR G1V",0.59,0.055,"","G1V",18.1818181818182,5.08181344747122,6006.97602123838,0.793002617857683,0.830197652431529
"HR 8305","9Iot PsA","21 44 56.81","-33 01 32.9",4.34,"W","STAR A0V",-0.05,0.041,"","A0V",24.390243902439,2.40391928359868,10795.0739206822,9.34183702756427,0.882309365676304
"HR 8695","22Gam PsA","22 52 31.61","-32 52 32.2",4.46,"W","STAR A0III",-0.04,0.043,"","A0III*",23.2558139534884,2.62734227789793,10653.2699125292,7.60436735602983,0.817375602602323
"HR 4458","","11 34 29.50","-32 49 53.0",5.98,"","STAR K0V",0.81,0.106,"","K0V",9.43396226415094,6.10652932632385,5250.70638342662,0.308594562524503,0.677820430452409
"HR 8447","15Tau PsA","22 10 08.81","-32 32 53.9",4.92,"","STAR F6V",0.48,0.053,"","F6V",18.8679245283019,3.54137934800394,6481.0089238789,3.27678736829182,1.44975587924763
"HR 8863","Gam Scl","23 18 49.39","-32 31 54.8",4.41,"","STAR K1III",1.13,0.043,"","K1III",23.2558139534884,2.57734227789793,4450.82946700581,7.96275014836517,4.79187656264554
"HR 2500","","06 45 22.80","-31 47 37.0",5.92,"","STAR F6V",0.48,0.051,"","F6V",19.6078431372549,4.45785088048968,6481.0089238789,1.40883342809625,0.950606045977954
"HR 8721","","22 56 24.00","-31 33 56.2",6.48,"","STAR K4V",1.1,0.13,"","K4V",7.69230769230769,7.04971676153418,4514.7926427208,0.129453350529559,0.593795657905903
"HR 3384","","08 32 51.50","-31 30 02.9",6.38,"","STAR K0V",0.79,0.086,"","K0V",11.6279069767442,6.05249225621784,5311.00366274258,0.324341930640818,0.679210410729578
"HR 652","Mu For","02 12 54.50","-30 43 26.0",5.28,"","STAR B9V",-0.02,0.064,"","B9V",15.625,4.31089986991944,10381.7666052594,1.61302111329979,0.396399858488049
"HR 4525","","11 47 15.70","-30 17 12.8",6.48,"","STAR G5V",0.68,0.064,"","G5V",15.625,5.51089986991944,5670.98353386583,0.534121490222059,0.764467876185254
"HR 4328","","11 07 54.41","-30 10 28.9",6.54,"","STAR G2V",0.6,0.049,"","G2V",20.4081632653061,4.99098040014257,5967.54345019065,0.862199645477319,0.877139618202308
"HR 6859","Kaus Media","18 20 59.69","-29 49 41.2",2.7,"","STAR K3III",1.38,0.047,"","K3-IIIa*",21.2765957446809,1.06048928967859,3983.40781847645,32.1961753577786,12.0295279706385
"HR 8728","Fomalhaut","22 57 39.10","-29 37 19.9",1.16,"","STAR A3V",0.09,0.149,"","A3V",6.71140939597315,2.02593134206137,9125.4584852998,13.2320600511758,1.46946867086849
"HR 963","Dalim","03 12 04.30","-28 59 12.8",3.87,"","STAR F8V",0.52,0.075,"","F8V",13.3333333333333,3.2453063169585,6299.551258613,4.30405163864209,1.75863412299307
"HR 3733","Lam Pyx","09 23 12.31","-28 50 02.0",4.69,"","STAR G8III",0.92,0.038,"","G8.5IIICN-1.5*",26.3157894736842,2.58891798308405,4943.40586987027,7.87830530348636,3.8638463922654
"HR 1935","Nu 2Col","05 37 44.59","-28 41 21.8",5.31,"","STAR F4V",0.46,0.047,"","F4V",21.2765957446809,3.67048928967859,6576.05027253688,2.90940569179275,1.32686848748746
"HR 7801","","20 25 26.81","-28 39 47.9",5.85,"D","STAR G8II",1.1,0.038,"","G8II/III",26.3157894736842,3.74891798308405,4514.7926427208,2.70665440299448,2.71516841666397
"HR 2576","","06 53 33.91","-28 32 22.9",6.04,"","STAR G5IV",0.71,0.042,"","G5IV",23.8095238095238,4.1562464519895,5567.72873739779,1.85995064123083,1.4799619868624
"HR 5794","39Ups Lib","15 37 01.51","-28 08 06.0",3.58,"","STAR K3III",1.38,0.044,"e","K3III",22.7272727272727,1.79726338243094,3983.40781847645,16.3340788231838,8.56828231862544
"HR 9016","Del Scl","23 48 55.61","-28 07 49.1",4.57,"","STAR A0V",0.01,0.039,"","A0V",25.6410256410256,2.5253230351325,10002.1885227085,8.35354441294242,0.971854630464687
"HR 914","Eps For","03 01 37.70","-28 05 30.1",5.89,"","STAR G5IV",0.79,0.039,"","G5IV",25.6410256410256,3.8453230351325,5311.00366274258,2.47668506892774,1.87688722470597
"HR 3871","The Ant","09 44 12.10","-27 46 09.8",4.79,"W","STAR A8V",0.51,0.053,"","A8V+F7II-III",18.8679245283019,3.41137934800394,6343.88059887468,3.69358638596658,1.60646074183054
"HR 5381","51 Hya","14 23 05.81","-27 45 14.0",4.77,"","STAR K4III",1.31,0.04,"","K4III",25,2.78029995663981,4103.63950541245,6.60510943258537,5.1340204192359
"HR 7234","40Tau Sgr","19 06 56.40","-27 40 14.2",3.32,"","STAR K1III",1.19,0.044,"","K1+IIIb",22.7272727272727,1.53726338243094,4328.44241474945,20.7536575851725,8.17974985091164
"HR 1275","","04 05 37.39","-27 39 06.1",5.59,"","STAR F1IV",0.31,0.045,"","F1IV",22.2222222222222,3.85606256887672,7398.89677649071,2.45230776024857,0.962297896540857
"HR 2493","","06 44 51.89","-27 20 29.0",6.45,"","STAR G2V",0.54,0.062,"","G2V",16.1290322580645,5.41195844749127,6212.86601819369,0.585081843349578,0.666623042648992
"HR 4314","Chi1Hya","11 05 19.90","-27 17 37.0",4.94,"W","STAR F3IV",0.36,0.043,"","F3IV",23.2558139534884,3.10734227789793,7100.66776619471,4.88723349768687,1.47499023724152
"HR 5312","50 Hya","14 12 46.01","-27 15 40.0",5.08,"","STAR K3III",1.16,0.048,"","K3III",20.8333333333333,3.48620618687794,4388.74077437094,3.44760518543525,3.24290996075155
"HR 7722","","20 15 17.40","-27 01 58.1",5.73,"","STAR K0V",0.88,0.124,"v","K0V",8.06451612903226,6.19710842581118,5050.64469616304,0.283894271748287,0.702652614349792
"HR 7398","","19 29 52.20","-26 59 08.2",5.52,"","STAR K3III",1.12,0.045,"","K3III",22.2222222222222,3.78606256887672,4471.9379396647,2.61562194514399,2.72052009124403
"HR 5287","49Pi Hya","14 06 22.30","-26 40 57.0",3.27,"","STAR K2III",1.12,0.049,"","K2-III-IIIbFe-0.5",20.4081632653061,1.72098040014257,4471.9379396647,17.5229749431255,7.04155168407323
"HR 6401","36 Oph","17 15 21.00","-26 36 10.1",5.11,"","STAR K1V",0.86,0.188,"","K1V",5.31914893617021,6.4807892463184,5106.13686707824,0.218617186819744,0.603272091611969
"HR 6402","Guniibuu","17 15 20.81","-26 36 05.0",5.07,"","STAR K0V",0.85,0.188,"","K0V",5.31914893617021,6.4407892463184,5134.37118149392,0.226821543511679,0.607748105358405
"HR 8148","","21 19 45.79","-26 21 11.2",6.56,"","STAR G5V",0.73,0.056,"","G5V",17.8571428571429,5.300940135031,5501.09296333651,0.648073026446499,0.8948906937771
"HR 7597","Terebellum","19 55 50.40","-26 17 57.8",4.7,"","STAR G5V",0.75,0.062,"","G5V",16.1290322580645,3.66195844749127,5436.13657414801,2.9323555051392,1.94932197793195
"HR 8013","","20 56 47.30","-26 17 47.0",5.7,"","STAR F7V",0.5,0.039,"","F7V",25.6410256410256,3.6553230351325,6388.88888888889,2.9503312947609,1.41560050729293
"HR 3420","Eta Pyx","08 37 52.20","-26 15 18.0",5.27,"W","STAR A0V",-0.04,0.038,"","A0V",26.3157894736842,3.16891798308405,10653.2699125292,4.61777541006664,0.63695174172207
"HR 683","","02 18 58.51","-25 56 44.2",6.34,"","STAR G5V",0.73,0.089,"","G5V",11.2359550561798,6.08695003322456,5501.09296333651,0.314209988420956,0.623114721847918
"HR 2349","","06 27 11.21","-25 51 24.1",6.07,"W","STAR F9V",0.53,0.045,"","F9V",22.2222222222222,4.33606256887672,6255.88488807297,1.57606807659297,1.07911064236672
"HR 5356","","14 19 00.79","-25 48 56.2",5.87,"","STAR F5V",0.5,0.051,"","F5V",19.6078431372549,4.40785088048968,6388.88888888889,1.47522970200799,1.00100245020925
"HR 1374","","04 21 31.30","-25 43 41.9",6.01,"","STAR F0IV",0.35,0.057,"","F0IV-V",17.5438596491228,4.78937427836246,7158.20244822872,1.03812652711255,0.668918454333787
"HR 5497","54 Hya","14 46 00.10","-25 26 35.2",4.94,"","STAR F2III",0.35,0.049,"","F2III-IV",20.4081632653061,3.39098040014257,7158.20244822872,3.76363795802708,1.27365543509929
"HR 6913","Kaus Borealis","18 27 58.20","-25 25 18.1",2.81,"","STAR K1III",1.04,0.053,"","K1+IIIb",18.8679245283019,1.43137934800394,4648.70706545726,22.879591218121,7.44587527061348
"HR 5603","Brachium","15 04 04.20","-25 16 54.8",3.29,"","STAR M3III",1.7,0.064,"e","M3-III",15.625,2.32089986991944,3515.5408317173,10.0841675290567,8.6435414740253
"HR 7936","16Psi Cap","20 46 05.69","-25 16 14.9",4.14,"","STAR F4V",0.43,0.098,"","F4V",10.2040816326531,4.09613037846247,6724.41765680052,1.96583855591034,1.04308704545373
"HR 159","","00 37 20.71","-24 46 01.9",5.57,"","STAR G8V",0.72,0.076,"","G8V",13.1578947368421,4.97406796140396,5534.19669646673,0.875735218149435,1.0278582197944
"HR 4623","Alchiba","12 08 24.79","-24 43 44.0",4.02,"","STAR F2III",0.32,0.07,"","F2III-IV",14.2857142857143,3.24549020007128,7337.07925498482,4.3033227549659,1.29631792528756
"HR 5548","12 Lib","14 54 20.11","-24 38 31.9",5.3,"","STAR K2III",1.32,0.041,"","K2III",24.390243902439,3.36391928359868,4086.00139895149,3.85862244823461,3.95799378959584
"HR 5209","","13 51 20.40","-24 23 26.9",6.45,"","STAR G5V",0.69,0.062,"","G5V",16.1290322580645,5.41195844749127,5636.11302241333,0.585081843349578,0.810037100670299
"HR 6486","44 Oph","17 26 22.20","-24 10 31.1",4.17,"","STAR A3",0.28,0.045,"","A3m",22.2222222222222,2.43606256887672,7591.3840138372,9.06932515233751,1.75792989365498
"HR 6519","51 Oph","17 31 25.01","-23 57 46.1",4.81,"","STAR B9V",0,0.04,"","B9.5Ve",25,2.82029995663981,10125.2371916509,6.36619617533824,0.82791468217507
"HR 7578","","19 54 17.71","-23 56 28.0",6.18,"","STAR K2V",1.02,0.075,"","K2V",13.3333333333333,5.5553063169585,4695.22627739044,0.512716711666952,1.09265150820958
"HR 3862","","09 42 14.40","-23 54 56.2",4.94,"","STAR F9IV",0.53,0.08,"","F9IV",12.5,4.45544993495972,6255.88488807297,1.4119523026911,1.02138271140126
"HR 5824","42 Lib","15 40 16.90","-23 49 05.2",4.96,"","STAR K3III",1.33,0.049,"","K3IIICN1",20.4081632653061,3.41098040014257,4068.52090117009,3.69494382356502,3.90649078533903
"HR 695","Kap For","02 22 32.59","-23 48 59.0",5.2,"","STAR G0V",0.6,0.077,"","G0Va",12.987012987013,4.63245362586241,5967.54345019065,1.19955053744869,1.03460383121962
"HR 173","","00 40 32.90","-23 48 15.8",6.14,"","STAR G3V",0.7,0.043,"","G3V",23.2558139534884,4.30734227789793,5601.69784421307,1.61831510903634,1.36379210828289
"HR 7898","","20 40 11.69","-23 46 26.0",6.37,"","STAR G8V",0.72,0.07,"","G8V",14.2857142857143,5.59549020007128,5534.19669646673,0.494087560558403,0.772055934467426
"HR 919","11Tau3Eri","03 02 23.50","-23 37 27.8",4.09,"","STAR A4IV",0.16,0.059,"","A4IV",16.9491525423729,2.94426005821072,8486.08451040066,5.67931525455863,1.11324119941932
"HR 1173","27Tau6Eri","03 46 50.90","-23 14 58.9",4.23,"","STAR F3III",0.42,0.059,"","F3III",16.9491525423729,3.08426005821072,6775.50181903304,4.99224598893816,1.63727278531638
"HR 4343","11Bet Crt","11 11 39.50","-22 49 32.9",4.48,"","STAR A2III",0.03,0.051,"","A2III",19.6078431372549,3.01785088048968,9765.80348463867,5.30712904499379,0.812586961314495
"HR 7120","35Nu 2Sgr","18 55 07.10","-22 40 17.0",4.99,"","STAR K3II",1.33,0.042,"","K3II-IIIBa0.8CN2",23.8095238095238,3.1062464519895,4068.52090117009,4.89216863813475,4.49504034278512
"HR 3430","","08 39 07.99","-22 39 42.8",5.05,"","STAR G6IV",0.73,0.063,"","G6IV",15.8730158730159,4.04670274726791,5501.09296333651,2.05740078447617,1.59447410064498
"HR 8817","89 Aqr","23 09 54.79","-22 27 27.0",4.69,"W","STAR G2IV",0.65,0.04,"","G2IV+A2V",25,2.70029995663981,5778.42373106621,7.11017053639644,2.68644049250418
"HR 1983","13Gam Lep","05 44 27.79","-22 26 53.9",3.6,"","STAR F6V",0.47,0.128,"","F6V",7.8125,4.13604984823934,6528.15538382991,1.8948727954885,1.08658836781082
"HR 1982","","05 44 26.50","-22 25 18.1",6.15,"","STAR K2V",0.94,0.128,"","K2V",7.8125,6.68604984823934,4891.57250951879,0.180958947114523,0.598065879842433
"HR 2906","","07 34 03.19","-22 17 46.0",4.45,"","STAR F6IV",0.51,0.054,"","F6IV",18.5185185185185,3.11196879911484,6343.88059887468,4.86645240634119,1.84396310261503
"HR 197","","00 44 44.40","-22 00 22.0",5.24,"","STAR F1III",0.33,0.048,"","F1III-IV",20.8333333333333,3.64620618687794,7276.37848235238,2.97520931620079,1.0959334634179
"HR 7748","4 Cap","20 18 01.39","-21 48 36.0",5.87,"","STAR K0III",1,0.04,"","K0III",25,3.88029995663981,4742.73817785268,2.39817028432674,2.315995416145
"HR 7217","39Omi Sgr","19 04 40.99","-21 44 30.1",3.77,"","STAR G9III",1.01,0.044,"","G9IIIb",22.7272727272727,1.98726338243094,4718.8560860257,13.7118055887166,5.59409510424039
"HR 6595","58 Oph","17 43 25.80","-21 40 59.9",4.87,"D","STAR F6V",0.47,0.06,"","F6V",16.6666666666667,3.76075625191822,6528.15538382991,2.67730284339992,1.29158731413204
"HR 5568","","14 57 28.01","-21 24 56.2",5.74,"","STAR K4V",1.11,0.173,"","K4V",5.78034682080925,6.93023051564398,4493.25789195166,0.144513291802268,0.633413320825541
"HR 8087","25Chi Cap","21 08 33.60","-21 11 37.0",5.3,"W","STAR A0V",0.01,0.046,"","A0V",21.7391304347826,3.61378915840787,10002.1885227085,3.06538012073837,0.588719042498115
"HR 3808","","09 33 12.50","-21 06 56.9",5.01,"","STAR K0IV",1.02,0.052,"","K0IV",19.2307692307692,3.590016718174,4695.22627739044,3.13323747833061,2.70109332267679
"HR 6445","40Xi Oph","17 21 00.19","-21 06 46.1",4.39,"W","STAR F1III",0.39,0.061,"","F1III-IV",16.3934426229508,3.31664917505384,6933.9434519686,4.03032742677338,1.40464171199301
"HR 6998","","18 38 53.40","-21 03 06.8",5.86,"","STAR G4V",0.68,0.072,"","G4V",13.8888888888889,5.14666248215634,5670.98353386583,0.747024778012378,0.90407970068711
"HR 8592","59Ups Aqr","22 34 41.59","-20 42 29.9",5.2,"","STAR F4IV",0.44,0.046,"","F4IV",21.7391304347826,3.51378915840787,6674.16152396619,3.36112246528038,1.38453752056245
"HR 4251","","10 53 29.50","-20 08 20.0",5.24,"W","STAR F6V",0.47,0.054,"v","F6V",18.5185185185185,3.90196879911484,6528.15538382991,2.35078266959074,1.2102671941055
"HR 5001","57 Vir","13 15 58.80","-19 56 35.2",5.22,"","STAR K1III",1.03,0.048,"","K1III-IV",20.8333333333333,3.62620618687794,4671.84461782582,3.0305225871405,2.68310686034047
"HR 8060","22Eta Cap","21 04 24.31","-19 51 18.0",4.84,"W","STAR A5V",0.17,0.055,"","A5V",18.1818181818182,3.54181344747122,8402.69528332079,3.27547750377774,0.862295398615085
"HR 5838","43Kap Lib","15 41 56.81","-19 40 44.0",4.74,"W","STAR M0III",1.57,0.04,"","M0-IIIb",25,2.75029995663981,3691.16854287244,6.79016014760666,6.43381018323013
"HR 2429","7Nu 2CMa","06 36 40.99","-19 15 20.9",3.95,"","STAR K1III",1.06,0.058,"","K1III",17.2413793103448,2.76713996781469,4603.14856051408,6.68565578429186,4.10504583648066
"HR 818","1Tau1Eri","02 45 06.19","-18 34 21.0",4.47,"","STAR F6V",0.48,0.072,"","F6V",13.8888888888889,3.75666248215634,6481.0089238789,2.68741667234819,1.31291996288362
"HR 5019","61 Vir","13 18 24.31","-18 18 41.0",4.74,"W","STAR G6V",0.71,0.115,"","G6V",8.69565217391304,5.04348920176806,5567.72873739779,0.821493855287006,0.983562609778723
"HR 5196","89 Vir","13 49 52.30","-18 08 03.1",4.97,"","STAR K0III",1.06,0.046,"","K0.5III-IIIb",21.7391304347826,3.28378915840787,4603.14856051408,4.15417068445598,3.2358484446629
"HR 1747","","05 18 50.40","-18 07 48.0",5.96,"","STAR G0V",0.58,0.065,"","G0V",15.3846153846154,5.02456678321428,6046.97292442445,0.83593649654901,0.841136700244606
"HR 188","Diphda","00 43 35.40","-17 59 12.1",2.04,"","STAR G9III",1.02,0.061,"","G9.5IIICH-1",16.3934426229508,0.966649175053836,4695.22627739044,35.1026844432099,9.04092981736352
"HR 7340","44Rho1Sgr","19 21 40.39","-17 50 49.9",3.93,"D","STAR F0IV",0.22,0.042,"","F0IV-V",23.8095238095238,2.0462464519895,8011.383531922,12.9867780769148,1.88882468538498
"HR 7822","11Rho Cap","20 28 51.60","-17 48 49.0",4.78,"","STAR F2IV",0.38,0.047,"","F2IV",21.2765957446809,3.14048928967859,6988.5647815367,4.74028315097736,1.49962315874935
"HR 6196","","16 41 34.39","-17 44 31.9",4.96,"","STAR G7II",1.11,0.047,"","G7.5IICN1Ba0.4",21.2765957446809,3.32048928967859,4493.25789195166,4.01609783629679,3.33914622436653
"HR 1532","58 Eri","04 47 36.31","-16 56 03.8",5.51,"","STAR G2V",0.63,0.079,"","G2.5V",12.6582278481013,4.99813545645221,5852.50941399956,0.856536387433058,0.908959753037523
"HR 8545","53 Aqr","22 26 34.39","-16 44 33.0",6.35,"","STAR G1V",0.61,0.057,"","G1V",17.5438596491228,5.12937427836246,5928.66279537508,0.759014877572896,0.833811022793957
"HR 8544","53 Aqr","22 26 34.20","-16 44 29.0",6.57,"","STAR G2V",NA,0.057,"","G2V",17.5438596491228,5.34937427836246,NA,0.619798168624927,NA
"HR 2491","Sirius","06 45 08.90","-16 42 58.0",-1.46,"","STAR A1V",0,0.375,"","A1Vm",2.66666666666667,1.41015633863859,10125.2371916509,23.3312208435996,1.58494540826449
"HR 2788","","07 19 28.10","-16 23 42.0",5.7,"","STAR F1V",0.35,0.04,"","F1V",25,3.71029995663981,7158.20244822872,2.80465868708208,1.09948179277434
"HR 4981","53 Vir","13 12 03.50","-16 11 55.0",5.04,"W","STAR F5III",0.46,0.04,"","F5III-IV",25,3.05029995663981,6576.05027253688,5.15086321883127,1.76549196970602
"HR 4775","8Eta Crv","12 32 04.20","-16 11 46.0",4.31,"","STAR F2III",0.38,0.052,"","F2III-IV",19.2307692307692,2.890016718174,6988.5647815367,5.97026093500919,1.68297107908206
"HR 8322","Deneb Algedi","21 47 02.40","-16 07 37.9",2.87,"","STAR A0",0.29,0.087,"v","Am",11.4942528735632,2.56759626309309,7526.0143827317,8.0345488344394,1.68347490389746
"HR 7489","55 Sgr","19 42 31.10","-16 07 26.0",5.06,"W","STAR F1III",0.33,0.04,"","F1III",25,3.07029995663981,7276.37848235238,5.05684936986489,1.42878023572392
"HR 5531","Zubenelgenubi","14 50 52.70","-16 02 30.1",2.75,"W","STAR A3IV",0.15,0.058,"","A3IV",17.2413793103448,1.56713996781469,8571.32193131803,20.1903576877879,2.05746463635712
"HR 5530","8Alp1Lib","14 50 41.21","-15 59 49.9",5.15,"W","STAR F4IV",0.41,0.05,"","F4IV",20,3.64485002168009,6827.43571080481,2.97892789562396,1.24557746973979
"HR 5068","69 Vir","13 27 27.19","-15 58 25.0",4.76,"","STAR K0III",1.09,0.059,"v","K0-III-IVCN2Fe0.5",16.9491525423729,3.61426005821072,4536.54558255967,3.06405090844659,2.86123426641594
"HR 509","52Tau Cet","01 44 04.10","-15 56 15.0",3.5,"W","STAR G8V",0.72,0.275,"","G8V",3.63636363636364,5.69666346915131,5534.19669646673,0.450126531836034,0.736909426014855
"HR 8709","Skat","22 54 39.00","-15 49 14.9",3.27,"","STAR A3V",0.05,0.038,"","A3V",26.3157894736842,1.16891798308405,9541.50026314975,29.1361931014158,1.99452303909844
"HR 6378","Sabik","17 10 22.70","-15 43 28.9",2.43,"","STAR A2V",0.06,0.052,"","A2V",19.2307692307692,1.010016718174,9433.58016477511,33.7282115146416,2.19532869861751
"HR 2758","","07 16 14.50","-15 35 08.9",5.46,"","STAR A2V",0.08,0.041,"","A2Vnp",24.390243902439,3.52391928359868,9225.6595386702,3.32990839675854,0.721235812918047
"HR 7317","","19 19 00.10","-15 32 11.0",6.06,"W","STAR K3III",1.43,0.041,"","K3III",24.390243902439,4.12391928359868,3901.92532207187,1.91616227916921,3.05854041687725
"HR 7496","","19 43 33.50","-15 28 12.0",5.49,"W","STAR F5IV",0.46,0.045,"","F5IV",22.2222222222222,3.75606256887672,6576.05027253688,2.68890198934529,1.27559622135086
"HR 33","6 Cet","00 11 15.91","-15 28 05.2",4.89,"","STAR F7V",0.49,0.067,"","F7V",14.9253731343284,4.02037401350413,6434.59264125922,2.10790189656002,1.17961169197186
"HR 1998","14Zet Lep","05 46 57.29","-14 49 18.8",3.55,"","STAR A3V",0.1,0.049,"","A3Vn",20.4081632653061,2.00098040014257,9027.63844301766,13.5396625316716,1.5188384837091
"HR 5787","Zubenelhakrabi","15 35 31.61","-14 47 21.8",3.91,"","STAR G8III",1.01,0.041,"","G8.5III",24.390243902439,1.97391928359868,4718.8560860257,13.8813686036942,5.62857769380726
"HR 8988","105Ome2Aqr","23 42 43.30","-14 32 42.0",4.49,"","STAR B9V",-0.04,0.041,"","B9.5V",24.390243902439,2.55391928359868,10653.2699125292,8.13639991431201,0.84548570543393
"HR 1481","Sceptrum","04 38 10.80","-14 18 14.0",3.87,"W","STAR K2III",1.09,0.044,"","K2IIIb",22.7272727272727,2.08726338243094,4536.54558255967,12.5053153240505,5.78033159236536
"HR 7454","","19 37 34.39","-14 18 06.1",5.47,"","STAR F5V",0.5,0.047,"","F5V",21.2765957446809,3.83048928967859,6388.88888888889,2.51075469876827,1.30589259334947
"HR 2085","16Eta Lep","05 56 24.29","-14 10 04.1",3.71,"","STAR F1III",0.33,0.066,"","F1III",15.1515151515152,2.80771967770934,7276.37848235238,6.44038943515085,1.61243230185433
"HR 3064","9 Pup","07 51 46.30","-13 53 53.2",5.17,"","STAR G0V",0.6,0.062,"","G0V:",16.1290322580645,4.13195844749127,5967.54345019065,1.90202675203803,1.30278610521658
"HR 3202","18 Pup","08 10 39.79","-13 47 57.1",5.54,"W","STAR F6V",0.49,0.047,"","F6V",21.2765957446809,3.90048928967859,6434.59264125922,2.35398821427576,1.24656811227961
"HR 8351","51Mu Cap","21 53 17.81","-13 33 06.1",5.08,"","STAR F1III",0.37,0.047,"","F1III",21.2765957446809,3.44048928967859,7044.13088025059,3.5958724976201,1.28559239903322
"HR 8866","94 Aqr","23 19 06.70","-13 27 32.0",5.08,"","STAR G5IV",0.8,0.04,"","G5IV",25,3.09029995663981,5280.67192699478,4.96455146702676,2.68792794274011
"HR 4758","","12 30 04.80","-13 23 35.2",6.35,"","STAR G0V",0.56,0.049,"","G0V",20.4081632653061,4.80098040014257,6128.71133670347,1.02708843699889,0.907656608674611
"HR 857","","02 52 32.11","-12 46 09.8",6.04,"","STAR K2V",0.87,0.121,"","K2V",8.26446280991736,6.45392685158225,5078.23000643186,0.224093499838207,0.617512683320704
"HR 3259","","08 18 23.90","-12 37 54.8",5.98,"","STAR G7V",0.76,0.082,"","G7.5V",12.1951219512195,5.54906926191858,5404.26756361682,0.515670509298827,0.827119861138626
"HR 4158","","10 36 32.40","-12 13 49.1",5.7,"W","STAR F7V",0.52,0.048,"","F7V",20.8333333333333,4.10620618687794,6299.551258613,1.947679643807,1.18302935635511
"HR 88","9 Cet","00 22 51.79","-12 12 33.8",6.39,"W","STAR G2V",0.66,0.049,"","G2V",20.4081632653061,4.84098040014257,5742.12894230995,0.989937645408112,1.01511215008984
"HR 781","83Eps Cet","02 39 33.79","-11 52 19.9",4.84,"W","STAR F5V",0.45,0.072,"","F5V+F6V",13.8888888888889,4.12666248215634,6624.71247225369,1.91132705419129,1.05971583379571
"HR 5978","Xi Sco","16 04 22.10","-11 22 23.2",4.77,"","STAR F5IV",0.47,0.048,"","F5IV",20.8333333333333,3.17620618687794,6528.15538382991,4.58688155040651,1.69057243616005
"HR 5977","Xi Sco","16 04 22.10","-11 22 23.2",5.07,"","STAR F5IV",NA,0.048,"","F5IV",20.8333333333333,3.47620618687794,NA,3.47950548345347,NA
"HR 531","53Chi Cet","01 49 35.09","-10 41 11.0",4.67,"W","STAR F3III",0.33,0.046,"","F3III",21.7391304347826,2.98378915840787,7276.37848235238,5.47626349789757,1.48685149427959
"HR 235","19Phi2Cet","00 50 07.61","-10 38 39.8",5.19,"","STAR F7IV",0.5,0.065,"","F7IV-V",15.3846153846154,4.25456678321428,6388.88888888889,1.69892139945884,1.07421684904318
"HR 4587","","12 00 44.50","-10 26 46.0",5.55,"","STAR G8IV",0.77,0.08,"","G8-K0IV",12.5,5.06544993495972,5372.79413651137,0.805044757158995,1.04560005913447
"HR 334","31Eta Cet","01 08 35.40","-10 10 55.9",3.45,"W","STAR K1III",1.16,0.041,"","K1.5IIICN1Fe0.5",24.390243902439,1.51391928359868,4388.74077437094,21.204707520895,8.04252225478984
"HR 7637","","19 59 47.40","-09 57 29.9",5.88,"W","STAR F8V",0.58,0.04,"","F8V",25,3.89029995663981,6046.97292442445,2.37618372700351,1.41814274564816
"HR 1136","23Del Eri","03 43 14.90","-09 45 47.9",3.54,"","STAR K0IV",0.92,0.109,"e","K0+IV",9.1743119266055,3.72713248970312,4943.40586987027,2.7615124409824,2.28758347862911
"HR 1084","Ran","03 32 55.80","-09 27 29.9",3.73,"A","STAR K2V",0.88,0.303,"","K2V",3.3003300330033,6.13721314251153,5050.64469616304,0.29999550189395,0.72230350639669
"HR 8841","91Psi1Aqr","23 15 53.50","-09 05 16.1",4.21,"","STAR K0III",1.11,0.049,"","K0III",20.4081632653061,2.66098040014257,4493.25789195166,7.3723821670863,4.5241522901723
